orderdetail_key,order_id,product_id,customer_id,employee_id,shipper_id,order_date_key,shipped_date_key,quantity,unit_price,discount,revenue,product_name,category_name,list_price,supplier_id,supplier_name,supplier_country,customer_name,customer_region,customer_country,latitude,longitude,order_date,order_year,order_month,order_quarter,order_weekday,shipped_date,shipped_year,shipped_month,shipped_quarter,shipped_weekday,ship_delay_days
1709,10903,65,34,3,3,19980224,19980304,21,21.05,0,442.05,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,2,New Orleans Cajun Delights,United States,Hanari Carnes,RJ,Brazil,-14.235004,-51.92528,1998-02-24 00:00:00.000,1998,2,1,2,1998-03-04 00:00:00.000,1998,3,1,3,80
1710,10903,68,34,3,3,19980224,19980304,20,12.5,0,250,Scottish Longbreads,Confections,12.5,8,Specialty Biscuits Ltd.,United Kingdom,Hanari Carnes,RJ,Brazil,-14.235004,-51.92528,1998-02-24 00:00:00.000,1998,2,1,2,1998-03-04 00:00:00.000,1998,3,1,3,80
1711,10904,58,89,3,3,19980224,19980227,15,13.25,0,198.75,Escargots de Bourgogne,Seafood,13.25,27,Escargots Nouveaux,France,White Clover Markets,WA,United States,37.09024,-95.712891,1998-02-24 00:00:00.000,1998,2,1,2,1998-02-27 00:00:00.000,1998,2,1,5,3
1712,10904,62,89,3,3,19980224,19980227,35,49.3,0,1725.5,Tarte au sucre,Confections,49.3,29,ForÃªts d'Ã©rables,Canada,White Clover Markets,WA,United States,37.09024,-95.712891,1998-02-24 00:00:00.000,1998,2,1,2,1998-02-27 00:00:00.000,1998,2,1,5,3
1713,10905,1,88,9,2,19980224,19980306,20,18,0.05,342,Chai,Beverages,18,1,Exotic Liquids,United Kingdom,Wellington Importadora,SP,Brazil,-14.235004,-51.92528,1998-02-24 00:00:00.000,1998,2,1,2,1998-03-06 00:00:00.000,1998,3,1,5,82
1714,10906,61,91,4,3,19980225,19980303,15,28.5,0,427.5,Sirop d'Ã©rable,Condiments,28.5,29,ForÃªts d'Ã©rables,Canada,Wolski  Zajazd,NULL,Poland,51.919438,19.145136,1998-02-25 00:00:00.000,1998,2,1,3,1998-03-03 00:00:00.000,1998,3,1,2,78
1715,10907,75,74,6,3,19980225,19980227,14,7.75,0,108.5,RhÃ¶nbrÃ¤u Klosterbier,Beverages,7.75,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,SpÃ©cialitÃ©s du monde,NULL,France,46.227638,2.213749,1998-02-25 00:00:00.000,1998,2,1,3,1998-02-27 00:00:00.000,1998,2,1,5,2
1716,10908,7,66,4,2,19980226,19980306,20,30,0.05,570,Uncle Bob's Organic Dried Pears,Produce,30,3,Grandma Kelly's Homestead,United States,Reggiani Caseifici,NULL,Italy,41.87194,12.56738,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-06 00:00:00.000,1998,3,1,5,80
1716,10908,7,66,4,2,19980226,19980306,20,30,0.05,570,Uncle Bob's Organic Dried Pears,Produce,33.1,3,Grandma Kelly's Homestead,United States,Reggiani Caseifici,NULL,Italy,41.87194,12.56738,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-06 00:00:00.000,1998,3,1,5,80
1717,10908,52,66,4,2,19980226,19980306,14,7,0.05,93.1,Filo Mix,Grains/Cereals,7,24,G'day Mate,Australia,Reggiani Caseifici,NULL,Italy,41.87194,12.56738,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-06 00:00:00.000,1998,3,1,5,80
1718,10909,7,70,1,2,19980226,19980310,12,30,0,360,Uncle Bob's Organic Dried Pears,Produce,30,3,Grandma Kelly's Homestead,United States,SantÃ© Gourmet,NULL,Norway,60.472024,8.468946,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-10 00:00:00.000,1998,3,1,2,84
1718,10909,7,70,1,2,19980226,19980310,12,30,0,360,Uncle Bob's Organic Dried Pears,Produce,33.1,3,Grandma Kelly's Homestead,United States,SantÃ© Gourmet,NULL,Norway,60.472024,8.468946,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-10 00:00:00.000,1998,3,1,2,84
1719,10909,16,70,1,2,19980226,19980310,15,17.45,0,261.75,Pavlova,Confections,17.45,7,Pavlova Ltd.,Australia,SantÃ© Gourmet,NULL,Norway,60.472024,8.468946,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-10 00:00:00.000,1998,3,1,2,84
1720,10909,41,70,1,2,19980226,19980310,5,9.65,0,48.25,Jack's New England Clam Chowder,Seafood,9.65,19,New England Seafood Cannery,United States,SantÃ© Gourmet,NULL,Norway,60.472024,8.468946,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-10 00:00:00.000,1998,3,1,2,84
1721,10910,19,90,1,3,19980226,19980304,12,9.2,0,110.39999999999999,Teatime Chocolate Biscuits,Confections,9.2,8,Specialty Biscuits Ltd.,United Kingdom,Wilman Kala,NULL,Finland,61.92411,25.748151,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-04 00:00:00.000,1998,3,1,3,78
1722,10910,49,90,1,3,19980226,19980304,10,20,0,200,Maxilaku,Confections,20,23,Karkki Oy,Finland,Wilman Kala,NULL,Finland,61.92411,25.748151,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-04 00:00:00.000,1998,3,1,3,78
1723,10910,61,90,1,3,19980226,19980304,5,28.5,0,142.5,Sirop d'Ã©rable,Condiments,28.5,29,ForÃªts d'Ã©rables,Canada,Wilman Kala,NULL,Finland,61.92411,25.748151,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-04 00:00:00.000,1998,3,1,3,78
1724,10911,1,30,3,1,19980226,19980305,10,18,0,180,Chai,Beverages,18,1,Exotic Liquids,United Kingdom,Godos Cocina TÃ­pica,NULL,Spain,40.463667,-3.74922,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-05 00:00:00.000,1998,3,1,4,79
1725,10911,17,30,3,1,19980226,19980305,12,39,0,468,Alice Mutton,Meat/Poultry,39,7,Pavlova Ltd.,Australia,Godos Cocina TÃ­pica,NULL,Spain,40.463667,-3.74922,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-05 00:00:00.000,1998,3,1,4,79
1726,10911,67,30,3,1,19980226,19980305,15,14,0,210,Laughing Lumberjack Lager,Beverages,14,16,Bigfoot Breweries,United States,Godos Cocina TÃ­pica,NULL,Spain,40.463667,-3.74922,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-05 00:00:00.000,1998,3,1,4,79
1727,10912,11,37,2,2,19980226,19980318,40,21,0.25,630,Queso Cabrales,Dairy Products,21,5,Cooperativa de Quesos 'Las Cabras',Spain,Hungry Owl All-Night Grocers,Co. Cork,Republic of Ireland,53.41291,-8.24389,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-18 00:00:00.000,1998,3,1,3,92
1728,10912,29,37,2,2,19980226,19980318,60,123.79,0.25,5570.55,ThÃ¼ringer Rostbratwurst,Meat/Poultry,123.79,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Hungry Owl All-Night Grocers,Co. Cork,Republic of Ireland,53.41291,-8.24389,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-18 00:00:00.000,1998,3,1,3,92
1729,10913,4,62,4,1,19980226,19980304,30,22,0.25,495,Chef Anton's Cajun Seasoning,Condiments,22,2,New Orleans Cajun Delights,United States,Queen Cozinha,SP,Brazil,-14.235004,-51.92528,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-04 00:00:00.000,1998,3,1,3,78
1730,10913,33,62,4,1,19980226,19980304,40,2.5,0.25,75,Geitost,Dairy Products,2.5,15,Norske Meierier,Norway,Queen Cozinha,SP,Brazil,-14.235004,-51.92528,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-04 00:00:00.000,1998,3,1,3,78
1731,10913,58,62,4,1,19980226,19980304,15,13.25,0,198.75,Escargots de Bourgogne,Seafood,13.25,27,Escargots Nouveaux,France,Queen Cozinha,SP,Brazil,-14.235004,-51.92528,1998-02-26 00:00:00.000,1998,2,1,4,1998-03-04 00:00:00.000,1998,3,1,3,78
1732,10914,71,62,6,1,19980227,19980302,25,21.5,0,537.5,Flotemysost,Dairy Products,21.5,15,Norske Meierier,Norway,Queen Cozinha,SP,Brazil,-14.235004,-51.92528,1998-02-27 00:00:00.000,1998,2,1,5,1998-03-02 00:00:00.000,1998,3,1,1,75
1733,10915,17,80,2,2,19980227,19980302,10,39,0,390,Alice Mutton,Meat/Poultry,39,7,Pavlova Ltd.,Australia,Tortuga Restaurante,NULL,Mexico,23.634501,-102.552784,1998-02-27 00:00:00.000,1998,2,1,5,1998-03-02 00:00:00.000,1998,3,1,1,75
1734,10915,33,80,2,2,19980227,19980302,30,2.5,0,75,Geitost,Dairy Products,2.5,15,Norske Meierier,Norway,Tortuga Restaurante,NULL,Mexico,23.634501,-102.552784,1998-02-27 00:00:00.000,1998,2,1,5,1998-03-02 00:00:00.000,1998,3,1,1,75
1735,10915,54,80,2,2,19980227,19980302,10,7.45,0,74.5,TourtiÃ¨re,Meat/Poultry,7.45,25,Ma Maison,Canada,Tortuga Restaurante,NULL,Mexico,23.634501,-102.552784,1998-02-27 00:00:00.000,1998,2,1,5,1998-03-02 00:00:00.000,1998,3,1,1,75
1736,10916,16,64,1,2,19980227,19980309,6,17.45,0,104.69999999999999,Pavlova,Confections,17.45,7,Pavlova Ltd.,Australia,Rancho grande,NULL,Argentina,-38.416097,-63.616672,1998-02-27 00:00:00.000,1998,2,1,5,1998-03-09 00:00:00.000,1998,3,1,1,82
1737,10916,32,64,1,2,19980227,19980309,6,32,0,192,Mascarpone Fabioli,Dairy Products,32,14,Formaggi Fortini s.r.l.,Italy,Rancho grande,NULL,Argentina,-38.416097,-63.616672,1998-02-27 00:00:00.000,1998,2,1,5,1998-03-09 00:00:00.000,1998,3,1,1,82
1738,10916,57,64,1,2,19980227,19980309,20,19.5,0,390,Ravioli Angelo,Grains/Cereals,19.5,26,Pasta Buttini s.r.l.,Italy,Rancho grande,NULL,Argentina,-38.416097,-63.616672,1998-02-27 00:00:00.000,1998,2,1,5,1998-03-09 00:00:00.000,1998,3,1,1,82
1739,10917,30,69,4,2,19980302,19980311,1,25.89,0,25.89,Nord-Ost Matjeshering,Seafood,25.89,13,Nord-Ost-Fisch Handelsgesellschaft mbH,Germany,Romero y tomillo,NULL,Spain,40.463667,-3.74922,1998-03-02 00:00:00.000,1998,3,1,1,1998-03-11 00:00:00.000,1998,3,1,3,9
1740,10917,60,69,4,2,19980302,19980311,10,34,0,340,Camembert Pierrot,Dairy Products,34,28,Gai pÃ¢turage,France,Romero y tomillo,NULL,Spain,40.463667,-3.74922,1998-03-02 00:00:00.000,1998,3,1,1,1998-03-11 00:00:00.000,1998,3,1,3,9
1741,10918,1,10,3,3,19980302,19980311,60,18,0.25,810,Chai,Beverages,18,1,Exotic Liquids,United Kingdom,Bottom-Dollar Markets,BC,Canada,56.130366,-106.346771,1998-03-02 00:00:00.000,1998,3,1,1,1998-03-11 00:00:00.000,1998,3,1,3,9
1742,10918,60,10,3,3,19980302,19980311,25,34,0.25,637.5,Camembert Pierrot,Dairy Products,34,28,Gai pÃ¢turage,France,Bottom-Dollar Markets,BC,Canada,56.130366,-106.346771,1998-03-02 00:00:00.000,1998,3,1,1,1998-03-11 00:00:00.000,1998,3,1,3,9
1743,10919,16,47,2,2,19980302,19980304,24,17.45,0,418.79999999999995,Pavlova,Confections,17.45,7,Pavlova Ltd.,Australia,LINO-Delicateses,Nueva Esparta,Venezuela,6.42375,-66.58973,1998-03-02 00:00:00.000,1998,3,1,1,1998-03-04 00:00:00.000,1998,3,1,3,2
1744,10919,25,47,2,2,19980302,19980304,24,14,0,336,NuNuCa NuÃŸ-Nougat-Creme,Confections,14,11,Heli SÃ¼ÃŸwaren GmbH & Co. KG,Germany,LINO-Delicateses,Nueva Esparta,Venezuela,6.42375,-66.58973,1998-03-02 00:00:00.000,1998,3,1,1,1998-03-04 00:00:00.000,1998,3,1,3,2
1745,10919,40,47,2,2,19980302,19980304,20,18.4,0,368,Boston Crab Meat,Seafood,18.4,19,New England Seafood Cannery,United States,LINO-Delicateses,Nueva Esparta,Venezuela,6.42375,-66.58973,1998-03-02 00:00:00.000,1998,3,1,1,1998-03-04 00:00:00.000,1998,3,1,3,2
1746,10920,50,4,4,2,19980303,19980309,24,16.25,0,390,Valkoinen suklaa,Confections,16.25,23,Karkki Oy,Finland,Around the Horn,NULL,United Kingdom,55.378051,-3.435973,1998-03-03 00:00:00.000,1998,3,1,2,1998-03-09 00:00:00.000,1998,3,1,1,6
1747,10921,35,83,1,1,19980303,19980309,10,18,0,180,Steeleye Stout,Beverages,18,16,Bigfoot Breweries,United States,Vaffeljernet,NULL,Denmark,56.26392,9.501785,1998-03-03 00:00:00.000,1998,3,1,2,1998-03-09 00:00:00.000,1998,3,1,1,6
1748,10921,63,83,1,1,19980303,19980309,40,43.9,0,1756,Vegie-spread,Condiments,43.9,7,Pavlova Ltd.,Australia,Vaffeljernet,NULL,Denmark,56.26392,9.501785,1998-03-03 00:00:00.000,1998,3,1,2,1998-03-09 00:00:00.000,1998,3,1,1,6
1749,10922,17,34,5,3,19980303,19980305,15,39,0,585,Alice Mutton,Meat/Poultry,39,7,Pavlova Ltd.,Australia,Hanari Carnes,RJ,Brazil,-14.235004,-51.92528,1998-03-03 00:00:00.000,1998,3,1,2,1998-03-05 00:00:00.000,1998,3,1,4,2
1750,10922,24,34,5,3,19980303,19980305,35,4.5,0,157.5,GuaranÃ¡ FantÃ¡stica,Beverages,4.5,10,Refrescos Americanas LTDA,Brazil,Hanari Carnes,RJ,Brazil,-14.235004,-51.92528,1998-03-03 00:00:00.000,1998,3,1,2,1998-03-05 00:00:00.000,1998,3,1,4,2
1751,10923,42,41,7,3,19980303,19980313,10,14,0.2,112,Singaporean Hokkien Fried Mee,Grains/Cereals,14,20,Leka Trading,Singapore,La maison d'Asie,NULL,France,46.227638,2.213749,1998-03-03 00:00:00.000,1998,3,1,2,1998-03-13 00:00:00.000,1998,3,1,5,10
1752,10923,43,41,7,3,19980303,19980313,10,46,0.2,368,Ipoh Coffee,Beverages,46,20,Leka Trading,Singapore,La maison d'Asie,NULL,France,46.227638,2.213749,1998-03-03 00:00:00.000,1998,3,1,2,1998-03-13 00:00:00.000,1998,3,1,5,10
1753,10923,67,41,7,3,19980303,19980313,24,14,0.2,268.8,Laughing Lumberjack Lager,Beverages,14,16,Bigfoot Breweries,United States,La maison d'Asie,NULL,France,46.227638,2.213749,1998-03-03 00:00:00.000,1998,3,1,2,1998-03-13 00:00:00.000,1998,3,1,5,10
1754,10924,10,5,3,2,19980304,19980408,20,31,0.1,558,Ikura,Seafood,31,4,Tokyo Traders,Japan,Berglunds snabbkÃ¶p,NULL,Sweden,60.128161,18.643501,1998-03-04 00:00:00.000,1998,3,1,3,1998-04-08 00:00:00.000,1998,4,2,3,104
1755,10924,28,5,3,2,19980304,19980408,30,45.6,0.1,1231.2,RÃ¶ssle Sauerkraut,Produce,45.6,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Berglunds snabbkÃ¶p,NULL,Sweden,60.128161,18.643501,1998-03-04 00:00:00.000,1998,3,1,3,1998-04-08 00:00:00.000,1998,4,2,3,104
1756,10924,75,5,3,2,19980304,19980408,6,7.75,0,46.5,RhÃ¶nbrÃ¤u Klosterbier,Beverages,7.75,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Berglunds snabbkÃ¶p,NULL,Sweden,60.128161,18.643501,1998-03-04 00:00:00.000,1998,3,1,3,1998-04-08 00:00:00.000,1998,4,2,3,104
1757,10925,36,34,3,1,19980304,19980313,25,19,0.15,403.75,Inlagd Sill,Seafood,19,17,Svensk SjÃ¶fÃ¶da AB,Sweden,Hanari Carnes,RJ,Brazil,-14.235004,-51.92528,1998-03-04 00:00:00.000,1998,3,1,3,1998-03-13 00:00:00.000,1998,3,1,5,9
1758,10925,52,34,3,1,19980304,19980313,12,7,0.15,71.39999999999999,Filo Mix,Grains/Cereals,7,24,G'day Mate,Australia,Hanari Carnes,RJ,Brazil,-14.235004,-51.92528,1998-03-04 00:00:00.000,1998,3,1,3,1998-03-13 00:00:00.000,1998,3,1,5,9
1759,10926,11,2,4,3,19980304,19980311,2,21,0,42,Queso Cabrales,Dairy Products,21,5,Cooperativa de Quesos 'Las Cabras',Spain,Ana Trujillo Emparedados y helados,NULL,Mexico,23.634501,-102.552784,1998-03-04 00:00:00.000,1998,3,1,3,1998-03-11 00:00:00.000,1998,3,1,3,7
1760,10926,13,2,4,3,19980304,19980311,10,6,0,60,Konbu,Seafood,6,6,Mayumi's,Japan,Ana Trujillo Emparedados y helados,NULL,Mexico,23.634501,-102.552784,1998-03-04 00:00:00.000,1998,3,1,3,1998-03-11 00:00:00.000,1998,3,1,3,7
1761,10926,19,2,4,3,19980304,19980311,7,9.2,0,64.39999999999999,Teatime Chocolate Biscuits,Confections,9.2,8,Specialty Biscuits Ltd.,United Kingdom,Ana Trujillo Emparedados y helados,NULL,Mexico,23.634501,-102.552784,1998-03-04 00:00:00.000,1998,3,1,3,1998-03-11 00:00:00.000,1998,3,1,3,7
1762,10926,72,2,4,3,19980304,19980311,10,34.8,0,348,Mozzarella di Giovanni,Dairy Products,34.8,14,Formaggi Fortini s.r.l.,Italy,Ana Trujillo Emparedados y helados,NULL,Mexico,23.634501,-102.552784,1998-03-04 00:00:00.000,1998,3,1,3,1998-03-11 00:00:00.000,1998,3,1,3,7
1763,10927,20,40,4,1,19980305,19980408,5,81,0,405,Sir Rodney's Marmalade,Confections,81,8,Specialty Biscuits Ltd.,United Kingdom,La corne d'abondance,NULL,France,46.227638,2.213749,1998-03-05 00:00:00.000,1998,3,1,4,1998-04-08 00:00:00.000,1998,4,2,3,103
1764,10927,52,40,4,1,19980305,19980408,5,7,0,35,Filo Mix,Grains/Cereals,7,24,G'day Mate,Australia,La corne d'abondance,NULL,France,46.227638,2.213749,1998-03-05 00:00:00.000,1998,3,1,4,1998-04-08 00:00:00.000,1998,4,2,3,103
1765,10927,76,40,4,1,19980305,19980408,20,18,0,360,LakkalikÃ¶Ã¶ri,Beverages,18,23,Karkki Oy,Finland,La corne d'abondance,NULL,France,46.227638,2.213749,1998-03-05 00:00:00.000,1998,3,1,4,1998-04-08 00:00:00.000,1998,4,2,3,103
1766,10928,47,29,1,1,19980305,19980318,5,9.5,0,47.5,Zaanse koeken,Confections,9.5,22,Zaanse Snoepfabriek,Netherlands,GalerÃ­a del gastrÃ³nomo,NULL,Spain,40.463667,-3.74922,1998-03-05 00:00:00.000,1998,3,1,4,1998-03-18 00:00:00.000,1998,3,1,3,13
1767,10928,76,29,1,1,19980305,19980318,5,18,0,90,LakkalikÃ¶Ã¶ri,Beverages,18,23,Karkki Oy,Finland,GalerÃ­a del gastrÃ³nomo,NULL,Spain,40.463667,-3.74922,1998-03-05 00:00:00.000,1998,3,1,4,1998-03-18 00:00:00.000,1998,3,1,3,13
1768,10929,21,25,6,1,19980305,19980312,60,10,0,600,Sir Rodney's Scones,Confections,10,8,Specialty Biscuits Ltd.,United Kingdom,Frankenversand,NULL,Germany,51.165691,10.451526,1998-03-05 00:00:00.000,1998,3,1,4,1998-03-12 00:00:00.000,1998,3,1,4,7
1769,10929,75,25,6,1,19980305,19980312,49,7.75,0,379.75,RhÃ¶nbrÃ¤u Klosterbier,Beverages,7.75,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Frankenversand,NULL,Germany,51.165691,10.451526,1998-03-05 00:00:00.000,1998,3,1,4,1998-03-12 00:00:00.000,1998,3,1,4,7
1770,10929,77,25,6,1,19980305,19980312,15,13,0,195,Original Frankfurter grÃ¼ne SoÃŸe,Condiments,13,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Frankenversand,NULL,Germany,51.165691,10.451526,1998-03-05 00:00:00.000,1998,3,1,4,1998-03-12 00:00:00.000,1998,3,1,4,7
1771,10930,21,76,4,3,19980306,19980318,36,10,0,360,Sir Rodney's Scones,Confections,10,8,Specialty Biscuits Ltd.,United Kingdom,SuprÃªmes dÃ©lices,NULL,Belgium,50.503887,4.469936,1998-03-06 00:00:00.000,1998,3,1,5,1998-03-18 00:00:00.000,1998,3,1,3,12
1772,10930,27,76,4,3,19980306,19980318,25,43.9,0,1097.5,Schoggi Schokolade,Confections,43.9,11,Heli SÃ¼ÃŸwaren GmbH & Co. KG,Germany,SuprÃªmes dÃ©lices,NULL,Belgium,50.503887,4.469936,1998-03-06 00:00:00.000,1998,3,1,5,1998-03-18 00:00:00.000,1998,3,1,3,12
1773,10930,55,76,4,3,19980306,19980318,25,24,0.2,480,PÃ¢tÃ© chinois,Meat/Poultry,24,25,Ma Maison,Canada,SuprÃªmes dÃ©lices,NULL,Belgium,50.503887,4.469936,1998-03-06 00:00:00.000,1998,3,1,5,1998-03-18 00:00:00.000,1998,3,1,3,12
1774,10930,58,76,4,3,19980306,19980318,30,13.25,0.2,318,Escargots de Bourgogne,Seafood,13.25,27,Escargots Nouveaux,France,SuprÃªmes dÃ©lices,NULL,Belgium,50.503887,4.469936,1998-03-06 00:00:00.000,1998,3,1,5,1998-03-18 00:00:00.000,1998,3,1,3,12
1775,10931,13,68,4,2,19980306,19980319,42,6,0.15,214.2,Konbu,Seafood,6,6,Mayumi's,Japan,Richter Supermarkt,NULL,Switzerland,46.818188,8.227512,1998-03-06 00:00:00.000,1998,3,1,5,1998-03-19 00:00:00.000,1998,3,1,4,13
1776,10931,57,68,4,2,19980306,19980319,30,19.5,0,585,Ravioli Angelo,Grains/Cereals,19.5,26,Pasta Buttini s.r.l.,Italy,Richter Supermarkt,NULL,Switzerland,46.818188,8.227512,1998-03-06 00:00:00.000,1998,3,1,5,1998-03-19 00:00:00.000,1998,3,1,4,13
1777,10932,16,9,8,1,19980306,19980324,30,17.45,0.1,471.15000000000003,Pavlova,Confections,17.45,7,Pavlova Ltd.,Australia,Bon app',NULL,France,46.227638,2.213749,1998-03-06 00:00:00.000,1998,3,1,5,1998-03-24 00:00:00.000,1998,3,1,2,18
1778,10932,62,9,8,1,19980306,19980324,14,49.3,0.1,621.18,Tarte au sucre,Confections,49.3,29,ForÃªts d'Ã©rables,Canada,Bon app',NULL,France,46.227638,2.213749,1998-03-06 00:00:00.000,1998,3,1,5,1998-03-24 00:00:00.000,1998,3,1,2,18
1779,10932,72,9,8,1,19980306,19980324,16,34.8,0,556.8,Mozzarella di Giovanni,Dairy Products,34.8,14,Formaggi Fortini s.r.l.,Italy,Bon app',NULL,France,46.227638,2.213749,1998-03-06 00:00:00.000,1998,3,1,5,1998-03-24 00:00:00.000,1998,3,1,2,18
1780,10932,75,9,8,1,19980306,19980324,20,7.75,0.1,139.5,RhÃ¶nbrÃ¤u Klosterbier,Beverages,7.75,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Bon app',NULL,France,46.227638,2.213749,1998-03-06 00:00:00.000,1998,3,1,5,1998-03-24 00:00:00.000,1998,3,1,2,18
1781,10933,53,38,6,3,19980306,19980316,2,32.8,0,65.6,Perth Pasties,Meat/Poultry,32.8,24,G'day Mate,Australia,Island Trading,Isle of Wight,United Kingdom,55.378051,-3.435973,1998-03-06 00:00:00.000,1998,3,1,5,1998-03-16 00:00:00.000,1998,3,1,1,10
1782,10933,61,38,6,3,19980306,19980316,30,28.5,0,855,Sirop d'Ã©rable,Condiments,28.5,29,ForÃªts d'Ã©rables,Canada,Island Trading,Isle of Wight,United Kingdom,55.378051,-3.435973,1998-03-06 00:00:00.000,1998,3,1,5,1998-03-16 00:00:00.000,1998,3,1,1,10
1783,10934,6,44,3,3,19980309,19980312,20,25,0,500,Grandma's Boysenberry Spread,Condiments,25,3,Grandma Kelly's Homestead,United States,Lehmanns Marktstand,NULL,Germany,51.165691,10.451526,1998-03-09 00:00:00.000,1998,3,1,1,1998-03-12 00:00:00.000,1998,3,1,4,3
1783,10934,6,44,3,3,19980309,19980312,20,25,0,500,Grandma's Boysenberry Spread,Condiments,27,3,Grandma Kelly's Homestead,United States,Lehmanns Marktstand,NULL,Germany,51.165691,10.451526,1998-03-09 00:00:00.000,1998,3,1,1,1998-03-12 00:00:00.000,1998,3,1,4,3
1784,10935,1,88,4,3,19980309,19980318,21,18,0,378,Chai,Beverages,18,1,Exotic Liquids,United Kingdom,Wellington Importadora,SP,Brazil,-14.235004,-51.92528,1998-03-09 00:00:00.000,1998,3,1,1,1998-03-18 00:00:00.000,1998,3,1,3,9
1785,10935,18,88,4,3,19980309,19980318,4,62.5,0.25,187.5,Carnarvon Tigers,Seafood,62.5,7,Pavlova Ltd.,Australia,Wellington Importadora,SP,Brazil,-14.235004,-51.92528,1998-03-09 00:00:00.000,1998,3,1,1,1998-03-18 00:00:00.000,1998,3,1,3,9
1786,10935,23,88,4,3,19980309,19980318,8,9,0.25,54,TunnbrÃ¶d,Grains/Cereals,9,9,PB KnÃ¤ckebrÃ¶d AB,Sweden,Wellington Importadora,SP,Brazil,-14.235004,-51.92528,1998-03-09 00:00:00.000,1998,3,1,1,1998-03-18 00:00:00.000,1998,3,1,3,9
1787,10936,36,32,3,2,19980309,19980318,30,19,0.2,456,Inlagd Sill,Seafood,19,17,Svensk SjÃ¶fÃ¶da AB,Sweden,Great Lakes Food Market,OR,United States,37.09024,-95.712891,1998-03-09 00:00:00.000,1998,3,1,1,1998-03-18 00:00:00.000,1998,3,1,3,9
1788,10937,28,12,7,3,19980310,19980313,8,45.6,0,364.8,RÃ¶ssle Sauerkraut,Produce,45.6,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Cactus Comidas para llevar,NULL,Argentina,-38.416097,-63.616672,1998-03-10 00:00:00.000,1998,3,1,2,1998-03-13 00:00:00.000,1998,3,1,5,3
1789,10937,34,12,7,3,19980310,19980313,20,14,0,280,Sasquatch Ale,Beverages,14,16,Bigfoot Breweries,United States,Cactus Comidas para llevar,NULL,Argentina,-38.416097,-63.616672,1998-03-10 00:00:00.000,1998,3,1,2,1998-03-13 00:00:00.000,1998,3,1,5,3
1790,10938,13,63,3,2,19980310,19980316,20,6,0.25,90,Konbu,Seafood,6,6,Mayumi's,Japan,QUICK-Stop,NULL,Germany,51.165691,10.451526,1998-03-10 00:00:00.000,1998,3,1,2,1998-03-16 00:00:00.000,1998,3,1,1,6
1791,10938,43,63,3,2,19980310,19980316,24,46,0.25,828,Ipoh Coffee,Beverages,46,20,Leka Trading,Singapore,QUICK-Stop,NULL,Germany,51.165691,10.451526,1998-03-10 00:00:00.000,1998,3,1,2,1998-03-16 00:00:00.000,1998,3,1,1,6
1792,10938,60,63,3,2,19980310,19980316,49,34,0.25,1249.5,Camembert Pierrot,Dairy Products,34,28,Gai pÃ¢turage,France,QUICK-Stop,NULL,Germany,51.165691,10.451526,1998-03-10 00:00:00.000,1998,3,1,2,1998-03-16 00:00:00.000,1998,3,1,1,6
1793,10938,71,63,3,2,19980310,19980316,35,21.5,0.25,564.375,Flotemysost,Dairy Products,21.5,15,Norske Meierier,Norway,QUICK-Stop,NULL,Germany,51.165691,10.451526,1998-03-10 00:00:00.000,1998,3,1,2,1998-03-16 00:00:00.000,1998,3,1,1,6
1794,10939,2,49,2,2,19980310,19980313,10,19,0.15,161.5,Chang,Beverages,19,1,Exotic Liquids,United Kingdom,Magazzini Alimentari Riuniti,NULL,Italy,41.87194,12.56738,1998-03-10 00:00:00.000,1998,3,1,2,1998-03-13 00:00:00.000,1998,3,1,5,3
1795,10939,67,49,2,2,19980310,19980313,40,14,0.15,476,Laughing Lumberjack Lager,Beverages,14,16,Bigfoot Breweries,United States,Magazzini Alimentari Riuniti,NULL,Italy,41.87194,12.56738,1998-03-10 00:00:00.000,1998,3,1,2,1998-03-13 00:00:00.000,1998,3,1,5,3
